NU_INSCRICAO,NU_NOTA_MT
73ff9fcc02f0a99919906c942c2e1a1042cdcf98,437.00985935531827
71a95f9f1b91a82c65ad94abbdf9f54e6066f968,436.7277283212906
b38a03232f43b11c9d0788abaf060f7366053b6d,574.3651542066127
70b682d9a3636be23f6120fa9d6b164eb3c6002d,11.197171719082291
715494628a50142ce8cb17191cfe6d0f3cae0934,533.079936169629
e656d6bad65c93fb2880f1eba5037008c8e75774,466.25673762051287
465cd2a6907fb37d9d8ad3c065f0e2dabdba9b13,535.585506532733
11539e86171bf07d3a36f09377d7f54ebcc8406a,439.3106905141303
043c544a2104aa8a9849f1a703a08d37a2f16839,474.7993356898517
76ba050e64ad100b856f0eaabd8f539d5c7dd185,466.15055927274705
8b7c167ea7b55c8168ec60c3851b1b598a8fbd11,11.197171719082291
db4da599aab5bb08dce27094a35fd3e36cd0abce,11.197171719082291
940aede382ccb332fab15d413217695ec44ca765,453.8170452698647
9ad714b116da76d878dd399d187fccc2dd13dd63,562.1007013703131
dd34464a4d780b12a089347ad580418ac57a3055,525.2336683750079
f837a4cb05a5fd59d20138182f5e8c721eadd584,469.539597023992
fbfa8cde21a692b51fb86342110b4a334a0fcfdb,11.197171719082291
ca8477c8493b09f34d17bb287f9bacf2dd744c32,11.197171719082291
8b0c675d7fde14953668269d378c588f0df0498b,11.197171719082291
051c4f04fcbe385e1b3964aeb87f0a41d7f203d0,393.10983178277985
3d203727f27abd83b71732d88d8cb1cc099f363b,437.29830117785144
d30d31c8ff45094e9a992c63d4a6f68b245a341a,424.5947811571256
c0c6a803c271a955a7085a59cd3d4d43bcf7a1a6,11.197171719082291
cbc301183dec912f3513ca766bf03dd565f3a38f,494.510703257911
856aa14bcd11bd289a3b970aab0ce1b166f2c50f,624.8913184730986
11282da1ee78c8db45a041db4c744e33df489df0,432.2031847418895
03c67f683a415c2ea09b582248bd4cb08528c19d,576.0663777111861
046e844fb06a07ba30b41521f0065a8d9c6e5024,394.0602340713679
b296bc595a212a2f89a35470a4bdbb3bfc3f7f1a,453.9186816073427
153eebe4d270fe850d2ede7f53cbc81a6f4ddf91,11.197171719082291
a4e821c6f16fdae0a26cbbb7018b75812dfd074b,11.197171719082291
f66c2e5ff22a95fa532e78c7c4bf1d145247211d,407.9519433672463
17f0dd5abd53dea135ffd020e8e8e0761b3a56aa,555.2564657763633
fbbd23fcfb37cf90b8c1f58eafcab62771f3cd71,504.2121036206515
a99286ac4fdce6f63b59569b2d8ed85a5c911ea3,538.6982619949338
f8d4f9a26c5f2023c33701a8888f9c02513a02c7,488.96846692236835
9785b7d9ca2e8dccfe60ecc0cd2abe1ff51906be,461.73225379963577
59bfa081e020013410d9f60f91813964ba749bb2,434.22405924911146
f5e069ee3bc95998464e8ff5da048b7f999921ed,453.3170435794459
e02240b518016d03a1b5bcc6d0a37b7a527ea93d,596.7601411153319
664f44258212a1f7e4086f2b4845d586c543fa3f,490.4945889184103
265cd7befa74a9f2a198fc57baec9858075f8419,434.0351276310963
6f9ac44919bbd204e0ef15185388fd2d4bc61253,511.0148069632395
78de1ee60b55766cc3eba4089e36c57139b66ebd,459.7000878888311
24550edb10f283ef4e953fd6a8fedbfa211bd456,11.197171719082291
1e61a474acdc043eb39a89c17fab34bd2ea1a940,440.32314318568376
940af68ded6af2875708611051aa7ff3f134d80b,508.8704678168469
e7ec3258f3b280c1ddf452d107fbdc9fb5a6b72e,492.0736934636694
c76ddf6e9f80984e901b12f9462a3cf029bea290,483.3426789148106
7d39df837488ca3fa6e512fd9e20ec7753b4c36d,457.88418625723074
65bba36aa15f0c4ef3562ea56c125d931bc4ed63,392.47996815762536
1045c54b5ea9f6e08454ec57c47e4ce0e33190bd,373.2528617071405
92823d467a2ced9529801e0e8a94802dd88f0c17,442.41028757801257
9d0fbf9bf1bb039de65a6d0e143c9a791c62b941,567.4983190078772
413cbb38b2e2522f8167ffb9daeac1347b281393,492.7577919924073
68985fad004092956a4b4ce94dd53dc76d07eaf7,493.00619902294824
bdca9aeb19521675af15f2c28d86f6bebc45a834,485.70459364954604
b65b19d42b7a4b644fe9f99366dcb37b120862d9,414.69183784701744
eda898aa8ec465cbac70de72ead0c6d688e5f95a,441.9960467094108
5357b6c09be4c7f3829b72f80de846a9228253cb,11.197171719082291
8d5c4481d736f6ce27976e400f4245bf10757608,420.2334783519607
226b53de56347e3f9b52c8e0ab811fb82e96b3fb,11.197171719082291
089613ac7dca24109f84c72a97c83b2768b1df1c,11.197171719082291
527773409bf373301dbd835e59a263c035c043b8,11.197171719082291
45c95a1640ada5c9206fde19c4ccf68929c5ec0c,11.197171719082291
c4cea54435c0fd0e171eed4c215479bb3ca86113,449.65350616090063
7d5cd89c6112b9a202a025a24355135bc60848c6,477.66736317055137
b70ab62384aa80545928a311f5b5d3db2f4d87ee,542.5628561214969
c96431dd924f366d2229a7f1455388b8cd85be49,570.2936040916343
1b72da5bb82cc150ecfe71218c02f155d694230b,11.197171719082291
e429507efe1c2680cc464481850117d17083cd88,11.197171719082291
dbaa6ee7502cbebb6f058fed5d2f960b19f451ac,430.16052924366954
e724482370ae6126008ade80b564ad8d8a0a7cbd,471.2780063906472
2ef4e2788e2f815f9a885c899f75d5dfeb234a02,591.8086844639654
c8762fee25b022eb5b4918f8f689e4fb6d19f73c,11.197171719082291
e14241b5119dc1ff2c99b9c0c478aad23d9d9d05,486.63722324624143
7f898f8939ae054359f83ee154bb91bc7dd2c959,552.3250863890628
3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,478.74063999961453
82e3b12c6366008fabc238f299f117074e78de5d,407.3258523240035
0d838be0e718ceb786cdb10fcc12559e00440240,506.0500014303819
1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,477.6325018192663
5a9d89465845ac2d81366275cbb1a81d627efd36,11.197171719082291
c83fe640ba466ba904ac1055e53a875289888797,441.8209154484231
8855ae8971b9bd9b02c45a82c6c894a2e76ca542,474.9246156924094
a2945f1e7fbadac669590b7d9fafb6c900bca3d0,390.6078497917164
328639a0c753715c30a58bae70c82f2101153eb3,425.74762893907615
ffc5eb6764d7640edfbdaf4648cd54a12c94dea9,11.197171719082291
643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,533.0033988368232
f56746cc2900258507d2b32c126f8db090db856f,440.3731675630067
1a4963b5fea8bb25c67750cdafbe84b01efad177,421.8581489805218
b520c940e62f4ed684417e7eacf00d85752060da,485.95102444467966
2e170cf2651ed448991af6fc5df15167733b2d8f,502.3384604315063
6efdd93a0ae289be6bb5a400bfc1deb077d75886,415.81727587439013
72ac2acc787d8cba0934cca3810ac091d792c8db,512.5246854866466
92a25eee14554806f081869cc9dac868fd1860fb,426.289329811231
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,417.43178297512253
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,448.9376042602248
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,535.7758599867759
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,439.7944433454351
1730807e4916c5f7e8ab21e02ac5657bcea3e732,11.197171719082291
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,473.085058691134
1a46d99716282410d1170f0f35069b34e34415d4,449.4808429294596
0467e022da4ef897f666bc76f31e1bc8976f7e92,485.31683150502795
993aca0d5eac6741117947c82a3647102096255e,473.16876049291295
94c96ade6ade21deb080bba6aad537fc4f195d47,493.97381156096657
36bb672077a46a3e4755cef90437a616d28bdf23,422.5674916441981
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,409.27270127622023
328ca19128d276eb4fbc309c54ec7f346c803d2f,679.3741046828295
27cdb62f0a2a5467efeb30aafbf246ed2320c532,399.4177645966017
c52cae37c3653620bbec72264c502f45ca2a8671,11.197171719082291
f9ef2695eb0986666093945894b8f2fee351bf22,500.9782855803549
2178c497293d0cab01ce74f5105b1a398fb12d8e,11.197171719082291
e21faa0c07406dde71ec02f266b19b314ba8b0e2,11.197171719082291
8a021391cdaac100dab56c59284bd50137a74129,542.562628816823
12ee0df69325d97cb95404958c4acf4112aeab8a,11.197171719082291
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,513.653890770978
66cf0f8b5af2466f9616fd15c0c10344df84982a,11.197171719082291
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,466.2167982025668
60edc5708acd60680891ea15379dd07c7a5924ff,11.197171719082291
b9f786712775e0d1d735398d710b01f404c985a3,400.4096681628546
564958997e204bda06fbe90afc4722805c78a855,570.771698922913
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,422.17879549023667
527098f4ee3ceb5c393981930d23b8fe154f4db9,11.197171719082291
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,484.26169073969317
8296743fdd105ce9183561cf5b359b0a3781465e,432.7084565114231
a3b79e8c739832c77df2ba6bcdb23a7518155a33,11.197171719082291
6602c7f15a1fdd082265b64976448c6809df792d,449.0260253575448
31ae66f0fe024acae4490915c348e487f2367574,523.8454638417757
81901aa980653106e64863d957387d24e2c00af3,418.83097906048636
28e10d1bd0b6effe0edd503446ebda948ad240ad,437.8706591390674
53a7ee52a87f80241e2ca13c923e06b72bf3a059,397.9717637383882
50be5f75fdaedae454b0c3d63b7277854bd08d8f,375.1712831986255
82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,11.197171719082291
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,578.7008375350485
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,11.197171719082291
02681b5c893b94db204713cb4b20dde6fc3f2f95,539.4257854402113
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,413.717003492197
829dd51f77f3ae74c2216de2d86139bd0a03367c,11.197171719082291
28c6829e69879bc1d34db1cd51b89562d3cc596b,515.8865696413135
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,472.53305349996873
96715a069fbcb2e84b26a01563921962ccc4601e,11.197171719082291
923538833160e8432636c88e8119378a43b3d766,465.0604511150463
aacb834258765a2959ee63c57d2be4923d11a696,464.7732695375312
c32e484025571dd94255a77f21de08ab8d2aaba8,481.38664552949086
d425deeec0a3c7006f14d732eff8933d5155067f,485.1343930776185
